citationId,sourceId,locator,boundedContext,sourceFact,subjectAlignment,claimAlignment
CIT_JRN_R14_B01_SPC_RHINECANTHUS_ACULEATUS_TERRAIN_SPECIFIC_001,SRC_R14_B01_070,Distribution and habitat section,"The species occupies shallow Indo-Pacific reefs, lagoons, and sandy reef flats.","The species occupies shallow Indo-Pacific reefs, lagoons, and sandy reef flats.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_RHINOMURAENA_QUAESITA_PERSONALITY_ID_001,SRC_R14_B01_071,"Behavior, ecology, or adaptation section","Individuals change sex and coloration through life stages, progressing from dark juveniles to blue males and yellow females.","Individuals change sex and coloration through life stages, progressing from dark juveniles to blue males and yellow females.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_RHINOMURAENA_QUAESITA_TERRAIN_BROAD_001,SRC_R14_B01_071,Distribution and habitat section,The eel remains in sand or rubble burrows on Indo-Pacific coral reefs.,The eel remains in sand or rubble burrows on Indo-Pacific coral reefs.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_RHINOMURAENA_QUAESITA_TERRAIN_SPECIFIC_001,SRC_R14_B01_071,Distribution and habitat section,The eel remains in sand or rubble burrows on Indo-Pacific coral reefs.,The eel remains in sand or rubble burrows on Indo-Pacific coral reefs.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_SALMO_SALAR_PERSONALITY_ID_001,SRC_R14_B01_013,"Behavior, ecology, or adaptation section",Anadromous adults navigate from ocean feeding grounds back toward their natal freshwater rivers to spawn.,Anadromous adults navigate from ocean feeding grounds back toward their natal freshwater rivers to spawn.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_SALMO_SALAR_TERRAIN_BROAD_001,SRC_R14_B01_013,Distribution and habitat section,The life cycle joins cold rivers through estuaries to North Atlantic pelagic feeding habitat.,The life cycle joins cold rivers through estuaries to North Atlantic pelagic feeding habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_SALMO_SALAR_TERRAIN_SPECIFIC_001,SRC_R14_B01_013,Distribution and habitat section,The life cycle joins cold rivers through estuaries to North Atlantic pelagic feeding habitat.,The life cycle joins cold rivers through estuaries to North Atlantic pelagic feeding habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_SALVELINUS_ALPINUS_PERSONALITY_ID_001,SRC_R14_B01_008,"Behavior, ecology, or adaptation section","Anadromous populations migrate between cold coastal sea and freshwater spawning areas, while other populations remain landlocked.","Anadromous populations migrate between cold coastal sea and freshwater spawning areas, while other populations remain landlocked.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_SALVELINUS_ALPINUS_TERRAIN_BROAD_001,SRC_R14_B01_008,Distribution and habitat section,"It occupies Arctic and sub-Arctic rivers, lakes, estuaries, and nearshore waters affected by seasonal ice.","It occupies Arctic and sub-Arctic rivers, lakes, estuaries, and nearshore waters affected by seasonal ice.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B01_SPC_SALVELINUS_ALPINUS_TERRAIN_SPECIFIC_001,SRC_R14_B01_008,Distribution and habitat section,"It occupies Arctic and sub-Arctic rivers, lakes, estuaries, and nearshore waters affected by seasonal ice.","It occupies Arctic and sub-Arctic rivers, lakes, estuaries, and nearshore waters affected by seasonal ice.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_CHAD_SUDAN_INTERIOR_PERSONALITY_ID_001,SRC_R14_B02_004,"Institutions, society, and history section","Chad's colonial and national boundaries contain more than two hundred groups; local and regional societies remain powerful, while long north-south political conflict followed attempts to impose national rule.","Chad's colonial and national boundaries contain more than two hundred groups; local and regional societies remain powerful, while long north-south political conflict followed attempts to impose national rule.",EXACT_CULTURE,EIDOLON_AUTHORED_INFERENCE
CIT_JRN_R14_B02_CLT_CHAD_SUDAN_INTERIOR_TERRAIN_BROAD_001,SRC_R14_B02_004,"Distribution, geography, or habitat section","The associated populations span Saharan desert, Sahelian thorn steppe, southern savanna and cropland, and the Lake Chad, Chari, and Logone wetland systems.","The associated populations span Saharan desert, Sahelian thorn steppe, southern savanna and cropland, and the Lake Chad, Chari, and Logone wetland systems.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_CHAD_SUDAN_INTERIOR_TERRAIN_SPECIFIC_001,SRC_R14_B02_004,"Distribution, geography, or habitat section","The associated populations span Saharan desert, Sahelian thorn steppe, southern savanna and cropland, and the Lake Chad, Chari, and Logone wetland systems.","The associated populations span Saharan desert, Sahelian thorn steppe, southern savanna and cropland, and the Lake Chad, Chari, and Logone wetland systems.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_HAUSA_KANURI_SAHEL_PERSONALITY_ID_001,SRC_R14_B02_006,"Institutions, society, and history section","Kanuri-linked Kanem–Bornu preserved royal chronicles, Islamic schools, and scholarly networks while interacting with Hausa city-states and long-distance trade across many generations.","Kanuri-linked Kanem–Bornu preserved royal chronicles, Islamic schools, and scholarly networks while interacting with Hausa city-states and long-distance trade across many generations.",EXACT_CULTURE,EIDOLON_AUTHORED_INFERENCE
CIT_JRN_R14_B02_CLT_HAUSA_KANURI_SAHEL_TERRAIN_BROAD_001,SRC_R14_B02_006,"Distribution, geography, or habitat section","The historical cultural network centered on Lake Chad and the Sahel, connecting permanent cities, rainy-season grain land, pastoral zones, and trans-Saharan routes into Hausaland.","The historical cultural network centered on Lake Chad and the Sahel, connecting permanent cities, rainy-season grain land, pastoral zones, and trans-Saharan routes into Hausaland.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_HAUSA_KANURI_SAHEL_TERRAIN_SPECIFIC_001,SRC_R14_B02_006,"Distribution, geography, or habitat section","The historical cultural network centered on Lake Chad and the Sahel, connecting permanent cities, rainy-season grain land, pastoral zones, and trans-Saharan routes into Hausaland.","The historical cultural network centered on Lake Chad and the Sahel, connecting permanent cities, rainy-season grain land, pastoral zones, and trans-Saharan routes into Hausaland.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_SENEGAMBIAN_FULANI_WOLOF_SERER_PERSONALITY_ID_001,SRC_R14_B02_020,"Institutions, society, and history section","Smithsonian documentation describes kinship, mutual assistance, intermarriage, and shared class structures spanning Mandinka, Serer, Wolof, and Fulbe societies and supporting long-term political stability.","Smithsonian documentation describes kinship, mutual assistance, intermarriage, and shared class structures spanning Mandinka, Serer, Wolof, and Fulbe societies and supporting long-term political stability.",EXACT_CULTURE,EIDOLON_AUTHORED_INFERENCE
CIT_JRN_R14_B02_CLT_SENEGAMBIAN_FULANI_WOLOF_SERER_TERRAIN_BROAD_001,SRC_R14_B02_020,"Distribution, geography, or habitat section","The documented Wolof, Serer, Fulbe, and Toucouleur communities connect Senegambian farming, fishing, cattle-raising, long-distance commerce, river country, coast, and towns.","The documented Wolof, Serer, Fulbe, and Toucouleur communities connect Senegambian farming, fishing, cattle-raising, long-distance commerce, river country, coast, and towns.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_SENEGAMBIAN_FULANI_WOLOF_SERER_TERRAIN_SPECIFIC_001,SRC_R14_B02_020,"Distribution, geography, or habitat section","The documented Wolof, Serer, Fulbe, and Toucouleur communities connect Senegambian farming, fishing, cattle-raising, long-distance commerce, river country, coast, and towns.","The documented Wolof, Serer, Fulbe, and Toucouleur communities connect Senegambian farming, fishing, cattle-raising, long-distance commerce, river country, coast, and towns.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_SOMALI_CUSHITIC_HORN_PERSONALITY_ID_001,SRC_R14_B02_022,"Institutions, society, and history section","The Horn's history is shaped by interaction and conflict among highland state systems, Red Sea and Indian Ocean littoral systems, and smaller or decentralized Afar, Somali, and Oromo political structures.","The Horn's history is shaped by interaction and conflict among highland state systems, Red Sea and Indian Ocean littoral systems, and smaller or decentralized Afar, Somali, and Oromo political structures.",EXACT_CULTURE,EIDOLON_AUTHORED_INFERENCE
CIT_JRN_R14_B02_CLT_SOMALI_CUSHITIC_HORN_TERRAIN_BROAD_001,SRC_R14_B02_022,"Distribution, geography, or habitat section","Cambridge distinguishes central Ethiopian highlands, the Red Sea, Gulf of Aden and Indian Ocean littoral, and a variable intermediate buffer zone used by Oromo, Afar, and Somali populations.","Cambridge distinguishes central Ethiopian highlands, the Red Sea, Gulf of Aden and Indian Ocean littoral, and a variable intermediate buffer zone used by Oromo, Afar, and Somali populations.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_SOMALI_CUSHITIC_HORN_TERRAIN_SPECIFIC_001,SRC_R14_B02_022,"Distribution, geography, or habitat section","Cambridge distinguishes central Ethiopian highlands, the Red Sea, Gulf of Aden and Indian Ocean littoral, and a variable intermediate buffer zone used by Oromo, Afar, and Somali populations.","Cambridge distinguishes central Ethiopian highlands, the Red Sea, Gulf of Aden and Indian Ocean littoral, and a variable intermediate buffer zone used by Oromo, Afar, and Somali populations.",EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_SONGHAI_PERSONALITY_ID_001,SRC_R14_B02_021,"Institutions, society, and history section","Songhai institutions appointed provincial governors, regulated trade with standard weights and inspectors, taxed key routes, and built canals to increase Niger floodplain production.","Songhai institutions appointed provincial governors, regulated trade with standard weights and inspectors, taxed key routes, and built canals to increase Niger floodplain production.",EXACT_CULTURE,EIDOLON_AUTHORED_INFERENCE
CIT_JRN_R14_B02_CLT_SONGHAI_TERRAIN_BROAD_001,SRC_R14_B02_021,"Distribution, geography, or habitat section",Songhai power centered on Niger River cities and floodplain agriculture while extending across Sahel steppe to Saharan salt routes and westward trade corridors.,Songhai power centered on Niger River cities and floodplain agriculture while extending across Sahel steppe to Saharan salt routes and westward trade corridors.,EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_CLT_SONGHAI_TERRAIN_SPECIFIC_001,SRC_R14_B02_021,"Distribution, geography, or habitat section",Songhai power centered on Niger River cities and floodplain agriculture while extending across Sahel steppe to Saharan salt routes and westward trade corridors.,Songhai power centered on Niger River cities and floodplain agriculture while extending across Sahel steppe to Saharan salt routes and westward trade corridors.,EXACT_CULTURE,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIA_LATIMANUS_PERSONALITY_ID_001,SRC_R14_B02_001,"Behavior, ecology, or adaptation section",The broadclub cuttlefish sends rhythmic color bands over its body while approaching prey and uses striking visual patterns in ritualized courtship.,The broadclub cuttlefish sends rhythmic color bands over its body while approaching prey and uses striking visual patterns in ritualized courtship.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIA_LATIMANUS_TERRAIN_BROAD_001,SRC_R14_B02_001,"Distribution, geography, or habitat section",The species is coastal and occurs on shallow Indo-Pacific coral reefs to about thirty metres.,The species is coastal and occurs on shallow Indo-Pacific coral reefs to about thirty metres.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIA_LATIMANUS_TERRAIN_SPECIFIC_001,SRC_R14_B02_001,"Distribution, geography, or habitat section",The species is coastal and occurs on shallow Indo-Pacific coral reefs to about thirty metres.,The species is coastal and occurs on shallow Indo-Pacific coral reefs to about thirty metres.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIA_OFFICINALIS_PERSONALITY_ID_001,SRC_R14_B02_005,"Behavior, ecology, or adaptation section","Chromatophores, leucophores, iridophores, and skin muscles let the common cuttlefish rapidly match both the color and texture of its surroundings.","Chromatophores, leucophores, iridophores, and skin muscles let the common cuttlefish rapidly match both the color and texture of its surroundings.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIA_OFFICINALIS_TERRAIN_BROAD_001,SRC_R14_B02_005,"Distribution, geography, or habitat section","The species uses sandy and muddy seabeds, tolerates brackish water, spawns inshore, and moves deeper in autumn and winter.","The species uses sandy and muddy seabeds, tolerates brackish water, spawns inshore, and moves deeper in autumn and winter.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIA_OFFICINALIS_TERRAIN_SPECIFIC_001,SRC_R14_B02_005,"Distribution, geography, or habitat section","The species uses sandy and muddy seabeds, tolerates brackish water, spawns inshore, and moves deeper in autumn and winter.","The species uses sandy and muddy seabeds, tolerates brackish water, spawns inshore, and moves deeper in autumn and winter.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIOTEUTHIS_SEPIOIDEA_PERSONALITY_ID_001,SRC_R14_B02_003,"Behavior, ecology, or adaptation section","Caribbean reef squid form social shoals and communicate through a large repertoire of rapidly changing color, posture, alarm, and courtship signals.","Caribbean reef squid form social shoals and communicate through a large repertoire of rapidly changing color, posture, alarm, and courtship signals.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIOTEUTHIS_SEPIOIDEA_TERRAIN_BROAD_001,SRC_R14_B02_003,"Distribution, geography, or habitat section","Life stages use Caribbean surface water, seagrass beds, sandy and coral bottom, shallow reefs, and deeper open water.","Life stages use Caribbean surface water, seagrass beds, sandy and coral bottom, shallow reefs, and deeper open water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SEPIOTEUTHIS_SEPIOIDEA_TERRAIN_SPECIFIC_001,SRC_R14_B02_003,"Distribution, geography, or habitat section","Life stages use Caribbean surface water, seagrass beds, sandy and coral bottom, shallow reefs, and deeper open water.","Life stages use Caribbean surface water, seagrass beds, sandy and coral bottom, shallow reefs, and deeper open water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SILURUS_GLANIS_PERSONALITY_ID_001,SRC_R14_B02_017,"Behavior, ecology, or adaptation section","After spawning in a vegetation nest, the male guards the eggs and fans them with his tail until they hatch.","After spawning in a vegetation nest, the male guards the eggs and fans them with his tail until they hatch.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SILURUS_GLANIS_TERRAIN_BROAD_001,SRC_R14_B02_017,"Distribution, geography, or habitat section","Wels catfish favor large warm lakes and slow, deep rivers with vegetation, submerged roots, boulders, and woody shelter.","Wels catfish favor large warm lakes and slow, deep rivers with vegetation, submerged roots, boulders, and woody shelter.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SILURUS_GLANIS_TERRAIN_SPECIFIC_001,SRC_R14_B02_017,"Distribution, geography, or habitat section","Wels catfish favor large warm lakes and slow, deep rivers with vegetation, submerged roots, boulders, and woody shelter.","Wels catfish favor large warm lakes and slow, deep rivers with vegetation, submerged roots, boulders, and woody shelter.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SPARISOMA_VIRIDE_PERSONALITY_ID_001,SRC_R14_B02_009,"Behavior, ecology, or adaptation section","This protogynous fish can change from female to male, with marked life-phase color change whose timing varies with population conditions.","This protogynous fish can change from female to male, with marked life-phase color change whose timing varies with population conditions.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SPARISOMA_VIRIDE_TERRAIN_BROAD_001,SRC_R14_B02_009,"Distribution, geography, or habitat section","It is site-attached to shallow western Atlantic coral reefs, forages over algal substrate, and shelters under coral or in crevices at night.","It is site-attached to shallow western Atlantic coral reefs, forages over algal substrate, and shelters under coral or in crevices at night.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SPARISOMA_VIRIDE_TERRAIN_SPECIFIC_001,SRC_R14_B02_009,"Distribution, geography, or habitat section","It is site-attached to shallow western Atlantic coral reefs, forages over algal substrate, and shelters under coral or in crevices at night.","It is site-attached to shallow western Atlantic coral reefs, forages over algal substrate, and shelters under coral or in crevices at night.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNANCEIA_VERRUCOSA_PERSONALITY_ID_001,SRC_R14_B02_010,"Behavior, ecology, or adaptation section",The reef stonefish combines rock-like concealment with potent venom delivered through dorsal spines when stepped on or attacked.,The reef stonefish combines rock-like concealment with potent venom delivered through dorsal spines when stepped on or attacked.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNANCEIA_VERRUCOSA_TERRAIN_BROAD_001,SRC_R14_B02_010,"Distribution, geography, or habitat section","It lies on shallow Red Sea and Indo-Pacific reef, rubble, sand, and muddy coastal bottom.","It lies on shallow Red Sea and Indo-Pacific reef, rubble, sand, and muddy coastal bottom.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNANCEIA_VERRUCOSA_TERRAIN_SPECIFIC_001,SRC_R14_B02_010,"Distribution, geography, or habitat section","It lies on shallow Red Sea and Indo-Pacific reef, rubble, sand, and muddy coastal bottom.","It lies on shallow Red Sea and Indo-Pacific reef, rubble, sand, and muddy coastal bottom.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNGNATHUS_ACUS_PERSONALITY_ID_001,SRC_R14_B02_011,"Behavior, ecology, or adaptation section","The female transfers eggs into the male's brood pouch; he carries, aerates, and protects the developing young until release.","The female transfers eggs into the male's brood pouch; he carries, aerates, and protects the developing young until release.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNGNATHUS_ACUS_TERRAIN_BROAD_001,SRC_R14_B02_011,"Distribution, geography, or habitat section","The species lives among eelgrass, seaweed, and other vegetation in shallow coastal and estuarine water.","The species lives among eelgrass, seaweed, and other vegetation in shallow coastal and estuarine water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNGNATHUS_ACUS_TERRAIN_SPECIFIC_001,SRC_R14_B02_011,"Distribution, geography, or habitat section","The species lives among eelgrass, seaweed, and other vegetation in shallow coastal and estuarine water.","The species lives among eelgrass, seaweed, and other vegetation in shallow coastal and estuarine water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNODONTIS_NIGRIVENTRIS_PERSONALITY_ID_001,SRC_R14_B02_012,"Behavior, ecology, or adaptation section","The catfish routinely swims belly-up and has reversed countershading, allowing it to graze undersides and use surface-associated food while remaining concealed.","The catfish routinely swims belly-up and has reversed countershading, allowing it to graze undersides and use surface-associated food while remaining concealed.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNODONTIS_NIGRIVENTRIS_TERRAIN_BROAD_001,SRC_R14_B02_012,"Distribution, geography, or habitat section","It inhabits vegetated banks and tributaries of the Congo Basin, including slow river and flooded-margin habitat.","It inhabits vegetated banks and tributaries of the Congo Basin, including slow river and flooded-margin habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_SYNODONTIS_NIGRIVENTRIS_TERRAIN_SPECIFIC_001,SRC_R14_B02_012,"Distribution, geography, or habitat section","It inhabits vegetated banks and tributaries of the Congo Basin, including slow river and flooded-margin habitat.","It inhabits vegetated banks and tributaries of the Congo Basin, including slow river and flooded-margin habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TAENIANOTUS_TRIACANTHUS_PERSONALITY_ID_001,SRC_R14_B02_013,"Behavior, ecology, or adaptation section","The leaf scorpionfish mimics a dead drifting leaf in shape, blotching, and swaying motion, remaining concealed until prey approaches.","The leaf scorpionfish mimics a dead drifting leaf in shape, blotching, and swaying motion, remaining concealed until prey approaches.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TAENIANOTUS_TRIACANTHUS_TERRAIN_BROAD_001,SRC_R14_B02_013,"Distribution, geography, or habitat section","It occurs from shallow water to deep reef slopes on tropical Indo-Pacific coral reefs, often among algae or seagrass.","It occurs from shallow water to deep reef slopes on tropical Indo-Pacific coral reefs, often among algae or seagrass.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TAENIANOTUS_TRIACANTHUS_TERRAIN_SPECIFIC_001,SRC_R14_B02_013,"Distribution, geography, or habitat section","It occurs from shallow water to deep reef slopes on tropical Indo-Pacific coral reefs, often among algae or seagrass.","It occurs from shallow water to deep reef slopes on tropical Indo-Pacific coral reefs, often among algae or seagrass.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TAKIFUGU_RUBRIPES_PERSONALITY_ID_001,SRC_R14_B02_014,"Behavior, ecology, or adaptation section",Spawning occurs in estuaries; juveniles remain in river mouths and lagoons before migrating permanently to the open ocean after their first year.,Spawning occurs in estuaries; juveniles remain in river mouths and lagoons before migrating permanently to the open ocean after their first year.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TAKIFUGU_RUBRIPES_TERRAIN_BROAD_001,SRC_R14_B02_014,"Distribution, geography, or habitat section","The demersal species ranges through the Sea of Japan, East China Sea, and Yellow Sea, linking estuaries and river mouths with offshore water.","The demersal species ranges through the Sea of Japan, East China Sea, and Yellow Sea, linking estuaries and river mouths with offshore water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TAKIFUGU_RUBRIPES_TERRAIN_SPECIFIC_001,SRC_R14_B02_014,"Distribution, geography, or habitat section","The demersal species ranges through the Sea of Japan, East China Sea, and Yellow Sea, linking estuaries and river mouths with offshore water.","The demersal species ranges through the Sea of Japan, East China Sea, and Yellow Sea, linking estuaries and river mouths with offshore water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TETRAODON_MBU_PERSONALITY_ID_001,SRC_R14_B02_007,"Behavior, ecology, or adaptation section","When frightened the Mbu pufferfish inflates itself with water or air, greatly increasing apparent size as a defensive response.","When frightened the Mbu pufferfish inflates itself with water or air, greatly increasing apparent size as a defensive response.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TETRAODON_MBU_TERRAIN_BROAD_001,SRC_R14_B02_007,"Distribution, geography, or habitat section",It is a freshwater species of the middle and lower Congo River and eastern Lake Tanganyika near the Malagarasi River mouth.,It is a freshwater species of the middle and lower Congo River and eastern Lake Tanganyika near the Malagarasi River mouth.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TETRAODON_MBU_TERRAIN_SPECIFIC_001,SRC_R14_B02_007,"Distribution, geography, or habitat section",It is a freshwater species of the middle and lower Congo River and eastern Lake Tanganyika near the Malagarasi River mouth.,It is a freshwater species of the middle and lower Congo River and eastern Lake Tanganyika near the Malagarasi River mouth.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_THAUMOCTOPUS_MIMICUS_PERSONALITY_ID_001,SRC_R14_B02_008,"Behavior, ecology, or adaptation section","The mimic octopus changes posture, movement, shape, and color to impersonate several other marine animals in context-specific defensive displays.","The mimic octopus changes posture, movement, shape, and color to impersonate several other marine animals in context-specific defensive displays.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_THAUMOCTOPUS_MIMICUS_TERRAIN_BROAD_001,SRC_R14_B02_008,"Distribution, geography, or habitat section",It forages on shallow tropical Indo-Pacific sand and silt flats near river mouths and estuaries.,It forages on shallow tropical Indo-Pacific sand and silt flats near river mouths and estuaries.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_THAUMOCTOPUS_MIMICUS_TERRAIN_SPECIFIC_001,SRC_R14_B02_008,"Distribution, geography, or habitat section",It forages on shallow tropical Indo-Pacific sand and silt flats near river mouths and estuaries.,It forages on shallow tropical Indo-Pacific sand and silt flats near river mouths and estuaries.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TOXOTES_BLYTHII_PERSONALITY_ID_001,SRC_R14_B02_015,"Behavior, ecology, or adaptation section",Clouded archerfish use a specialized mouth and tongue to fire water projectiles and rapidly learn to adjust shot direction after a miss.,Clouded archerfish use a specialized mouth and tongue to fire water projectiles and rapidly learn to adjust shot direction after a miss.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TOXOTES_BLYTHII_TERRAIN_BROAD_001,SRC_R14_B02_015,"Distribution, geography, or habitat section","Unlike several relatives, the species is restricted to freshwater rivers in Myanmar from the lower Irrawaddy through the Sittaung and Salween region.","Unlike several relatives, the species is restricted to freshwater rivers in Myanmar from the lower Irrawaddy through the Sittaung and Salween region.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TOXOTES_BLYTHII_TERRAIN_SPECIFIC_001,SRC_R14_B02_015,"Distribution, geography, or habitat section","Unlike several relatives, the species is restricted to freshwater rivers in Myanmar from the lower Irrawaddy through the Sittaung and Salween region.","Unlike several relatives, the species is restricted to freshwater rivers in Myanmar from the lower Irrawaddy through the Sittaung and Salween region.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TOXOTES_JACULATRIX_PERSONALITY_ID_001,SRC_R14_B02_002,"Behavior, ecology, or adaptation section","The fish compensates for refraction when shooting water at prey; young school while learning, and experiments show improved accuracy after observing skilled fish.","The fish compensates for refraction when shooting water at prey; young school while learning, and experiments show improved accuracy after observing skilled fish.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TOXOTES_JACULATRIX_TERRAIN_BROAD_001,SRC_R14_B02_002,"Distribution, geography, or habitat section","Its primary habitat is brackish Indo-Pacific mangrove estuary, with occasional movement into freshwater rivers and association with overhanging vegetation.","Its primary habitat is brackish Indo-Pacific mangrove estuary, with occasional movement into freshwater rivers and association with overhanging vegetation.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R14_B02_SPC_TOXOTES_JACULATRIX_TERRAIN_SPECIFIC_001,SRC_R14_B02_002,"Distribution, geography, or habitat section","Its primary habitat is brackish Indo-Pacific mangrove estuary, with occasional movement into freshwater rivers and association with overhanging vegetation.","Its primary habitat is brackish Indo-Pacific mangrove estuary, with occasional movement into freshwater rivers and association with overhanging vegetation.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
